"Date","Time","Group","Intertidal zone","Tape point","Quarter","Distance from point","Height","Circumference","Stem","Leaf","Bud 1 Live","Bud 2 Live","Bud 3 Live","Leaf distorted","Percent of leaf missing","Number of Mines","Number of Galls","Longitude","Latitude","Location notes"
"28/06/2014","10:00:50 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 1","Leaf 1",1,1,1,0,0,4,6,152.9901969,-25.44771283,""
"28/06/2014","10:01:09 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 1","Leaf 2",1,1,1,0,0.1,0,5,152.9901969,-25.44771283,""
"28/06/2014","10:01:24 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 1","Leaf 3",1,1,1,0,0.15,3,2,152.9901969,-25.44771283,""
"28/06/2014","10:01:47 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 1","Leaf 4",1,1,1,0,0.03,1,0,152.9901969,-25.44771283,""
"28/06/2014","10:02:14 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 1","Leaf 4",1,1,1,0,0,2,1,152.9901969,-25.44771283,""
"28/06/2014","10:02:25 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 1","Leaf 5",1,1,1,0,0,0,0,152.9901969,-25.44771283,""
"28/06/2014","10:02:36 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 1","Leaf 6",1,1,1,0,0,0,1,152.9901969,-25.44771283,""
"28/06/2014","10:03:11 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 2","Leaf 1",0,0,0,0,0,5,0,152.9901969,-25.44771283,""
"28/06/2014","10:03:28 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 2","Leaf 2",0,0,0,0,0,9,0,152.9901969,-25.44771283,""
"28/06/2014","10:03:52 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 2","Leaf 2",0,0,0,0,0,10,1,152.9901969,-25.44771283,""
"28/06/2014","10:04:08 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 2","Leaf 3",0,0,0,0,0,10,0,152.9901969,-25.44771283,""
"28/06/2014","10:04:30 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 2","Leaf 4",0,0,0,0,0.05,1,0,152.9901969,-25.44771283,""
"28/06/2014","10:04:50 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 2","Leaf 3",0,0,0,1,0,0,0,152.9901969,-25.44771283,""
"28/06/2014","10:05:18 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 2","Leaf 4",0,0,0,1,0,5,0,152.9901969,-25.44771283,""
"28/06/2014","10:05:36 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 2","Leaf 5",0,0,0,1,0.2,3,0,152.9901969,-25.44771283,""
"28/06/2014","10:06:01 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 2","Leaf 6",0,0,0,0,0.5,6,0,152.9901969,-25.44771283,""
"28/06/2014","10:06:50 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 3","Leaf 1",0,0,0,0,0.2,1,1,152.9901969,-25.44771283,""
"28/06/2014","10:07:05 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 3","Leaf 2",0,0,0,1,0.05,8,0,152.9901969,-25.44771283,""
"28/06/2014","10:07:19 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 3","Leaf 3",0,0,0,1,0.1,1,0,152.9901969,-25.44771283,""
"28/06/2014","10:07:57 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 3","Leaf 3",0,0,0,1,0,2,1,152.9901969,-25.44771283,""
"28/06/2014","10:08:26 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 3","Leaf 4",0,0,0,0,0,3,1,152.9901969,-25.44771283,""
"28/06/2014","10:08:48 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 3","Leaf 5",0,0,0,0,0.15,1,0,152.9901969,-25.44771283,""
"28/06/2014","10:09:40 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 4","Leaf 1",0,0,0,0,0.8,0,2,152.9901969,-25.44771283,""
"28/06/2014","10:09:56 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 4","Leaf 2",0,0,0,1,0.15,3,0,152.9901969,-25.44771283,""
"28/06/2014","10:10:12 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 4","Leaf 3",0,0,0,0,0,3,0,152.9901969,-25.44771283,""
"28/06/2014","10:10:34 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 4","Leaf 4",0,0,0,0,0.2,1,0,152.9901969,-25.44771283,""
"28/06/2014","10:10:46 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 4","Leaf 5",0,0,0,0,0,2,0,152.9901969,-25.44771283,""
"28/06/2014","10:11:02 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 4","Leaf 6",0,0,0,1,0.2,7,1,152.9901969,-25.44771283,""
"28/06/2014","10:11:46 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 5","Leaf 1",1,0,0,0,0.1,5,0,152.9901969,-25.44771283,""
"28/06/2014","10:12:00 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 5","Leaf 2",1,0,0,0,0.05,4,0,152.9901969,-25.44771283,""
"28/06/2014","10:12:14 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 5","Leaf 3",1,0,0,1,0,2,0,152.9901969,-25.44771283,""
"28/06/2014","10:12:32 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 5","Leaf 4",1,0,0,0,0.3,8,0,152.9901969,-25.44771283,""
"28/06/2014","10:12:44 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 5","Leaf 5",1,0,0,0,0.1,3,1,152.9901969,-25.44771283,""
"28/06/2014","10:12:56 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 5","Leaf 6",1,0,0,0,0.02,2,0,152.9901969,-25.44771283,""
"28/06/2014","10:13:30 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 6","Leaf 1",1,1,0,1,0,1,1,152.9901969,-25.44771283,""
"28/06/2014","10:13:41 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 6","Leaf 2",1,1,0,1,0,1,0,152.9901969,-25.44771283,""
"28/06/2014","10:13:51 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 6","Leaf 3",1,1,0,0,0,3,0,152.9901969,-25.44771283,""
"28/06/2014","10:14:00 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 6","Leaf 4",1,1,0,0,0,4,0,152.9901969,-25.44771283,""
"28/06/2014","10:14:14 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 6","Leaf 5",1,1,0,0,0.05,4,0,152.9901969,-25.44771283,""
"28/06/2014","10:14:28 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 6","Leaf 6",1,1,0,0,0.1,1,0,152.9901969,-25.44771283,""
"28/06/2014","10:14:57 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 7","Leaf 1",1,0,0,0,0,5,0,152.9901969,-25.44771283,""
"28/06/2014","10:15:10 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 7","Leaf 2",1,0,0,0,0,10,0,152.9901969,-25.44771283,""
"28/06/2014","10:15:27 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 7","Leaf 3",1,0,0,0,0.05,3,0,152.9901969,-25.44771283,""
"28/06/2014","10:15:39 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 7","Leaf 4",1,0,0,1,0,0,3,152.9901969,-25.44771283,""
"28/06/2014","10:15:58 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 7","Leaf 5",1,0,0,1,0,2,0,152.9901969,-25.44771283,""
"28/06/2014","10:16:17 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 7","Leaf 6",1,0,0,1,0.2,5,1,152.9901969,-25.44771283,""
"28/06/2014","10:16:47 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 8","Leaf 1",1,1,1,0,0,2,0,152.9901969,-25.44771283,""
"28/06/2014","10:16:56 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 8","Leaf 2",1,1,1,0,0,3,0,152.9901969,-25.44771283,""
"28/06/2014","10:17:05 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 8","Leaf 3",1,1,1,1,0,0,0,152.9901969,-25.44771283,""
"28/06/2014","10:17:15 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 8","Leaf 4",1,1,1,0,0,2,0,152.9901969,-25.44771283,""
"28/06/2014","10:17:25 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 8","Leaf 5",1,1,1,0,0.1,1,0,152.9900452,-25.44758103,""
"28/06/2014","10:17:35 AM","team 1","Landward - Creek",0,"Quarter 1",6.8,4.08,36,"Stem 8","Leaf 6",1,1,1,0,0,0,2,152.9900452,-25.44758103,""
"28/06/2014","10:29:01 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 1","Leaf 1",0,0,0,0,0,2,0,152.9900452,-25.44758103,""
"28/06/2014","10:29:20 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 1","Leaf 2",0,0,0,0,0.02,3,0,152.9900452,-25.44758103,""
"28/06/2014","10:29:38 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 1","Leaf 3",0,0,0,1,0,0,0,152.9900452,-25.44758103,""
"28/06/2014","10:29:52 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 1","Leaf 4",0,0,0,1,0.02,0,0,152.9900452,-25.44758103,""
"28/06/2014","10:30:03 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 1","Leaf 5",0,0,0,0,0,2,0,152.9900452,-25.44758103,""
"28/06/2014","10:30:18 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 1","Leaf 6",0,0,0,0,0.05,3,0,152.9900452,-25.44758103,""
"28/06/2014","10:31:19 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 2","Leaf 1",1,1,0,1,0.02,2,0,152.9900452,-25.44758103,""
"28/06/2014","10:31:35 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 2","Leaf 2",1,1,0,0,0,3,0,152.9900452,-25.44758103,""
"28/06/2014","10:31:55 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 2","Leaf 3",1,1,0,1,0.1,4,0,152.9900452,-25.44758103,""
"28/06/2014","10:32:13 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 2","Leaf 3",1,1,0,1,0.05,4,0,152.9900452,-25.44758103,""
"28/06/2014","10:32:35 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 2","Leaf 4",1,1,0,0,0,5,0,152.9900452,-25.44758103,""
"28/06/2014","10:32:53 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 2","Leaf 5",1,1,0,0,0.1,5,0,152.9900452,-25.44758103,""
"28/06/2014","10:33:16 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 2","Leaf 6",1,1,0,1,0.2,3,0,152.9900452,-25.44758103,""
"28/06/2014","10:33:50 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 3","Leaf 1",1,1,1,0,0.02,0,0,152.9900452,-25.44758103,""
"28/06/2014","10:34:08 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 3","Leaf 2",1,1,1,1,0.03,4,0,152.9900452,-25.44758103,""
"28/06/2014","10:34:33 AM","team 1","Landward - Creek",0,"Quarter 2",0.4,2.2,3,"Stem 3","Leaf 3",1,1,1,1,0,4,0,152.9900452,-25.44758103,""
"28/06/2014","10:44:54 AM","team 1","Landward - Creek",0,"Quarter 3",2.5,34,3,"Stem 1","Leaf 1",0,0,0,1,0.1,0,0,152.9900452,-25.44758103,""
"28/06/2014","10:45:05 AM","team 1","Landward - Creek",0,"Quarter 3",2.5,34,3,"Stem 1","Leaf 2",0,0,0,1,0,1,0,152.9900452,-25.44758103,""
"28/06/2014","10:45:15 AM","team 1","Landward - Creek",0,"Quarter 3",2.5,34,3,"Stem 1","Leaf 3",0,0,0,1,0,0,0,152.9900452,-25.44758103,""
"28/06/2014","10:45:27 AM","team 1","Landward - Creek",0,"Quarter 3",2.5,34,3,"Stem 1","Leaf 4",0,0,0,1,0,1,0,152.9900452,-25.44758103,""
"28/06/2014","10:45:43 AM","team 1","Landward - Creek",0,"Quarter 3",2.5,34,3,"Stem 1","Leaf 5",0,0,0,0,0.05,0,0,152.9900452,-25.44758103,""
"28/06/2014","10:45:56 AM","team 1","Landward - Creek",0,"Quarter 3",2.5,34,3,"Stem 1","Leaf 6",0,0,0,0,0,0,0,152.9900452,-25.44758103,""
"28/06/2014","10:49:39 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 3","Leaf 1",0,0,0,0,0,1,0,152.9897322,-25.44727356,""
"28/06/2014","10:49:48 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 3","Leaf 2",0,0,0,0,0,2,0,152.9897322,-25.44727356,""
"28/06/2014","10:50:04 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 3","Leaf 3",0,0,0,1,0.1,0,0,152.9897322,-25.44727356,""
"28/06/2014","10:50:16 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 3","Leaf 4",0,0,0,1,0.2,2,0,152.9897322,-25.44727356,""
"28/06/2014","10:50:27 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 3","Leaf 5",0,0,0,0,0,5,0,152.9897322,-25.44727356,""
"28/06/2014","10:50:38 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 3","Leaf 6",0,0,0,0,0,3,0,152.9897322,-25.44727356,""
"28/06/2014","10:51:05 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 4","Leaf 1",0,0,0,0,0,0,0,152.9897322,-25.44727356,""
"28/06/2014","10:51:15 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 4","Leaf 2",0,0,0,0,0.05,0,0,152.9897322,-25.44727356,""
"28/06/2014","10:51:28 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 4","Leaf 3",0,0,0,1,0,1,0,152.9897322,-25.44727356,""
"28/06/2014","10:51:41 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 4","Leaf 4",0,0,0,0,0.1,2,0,152.9897322,-25.44727356,""
"28/06/2014","10:51:48 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 4","Leaf 5",0,0,0,0,0,0,0,152.9897322,-25.44727356,""
"28/06/2014","10:52:03 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 4","Leaf 6",0,0,0,0,0.02,1,0,152.9897322,-25.44727356,""
"28/06/2014","10:52:31 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 5","Leaf 1",0,0,0,0,0,1,0,152.9897322,-25.44727356,""
"28/06/2014","10:52:40 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 5","Leaf 2",0,0,0,0,0,2,0,152.9897322,-25.44727356,""
"28/06/2014","10:52:51 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 5","Leaf 3",0,0,0,1,0.2,0,0,152.9897322,-25.44727356,""
"28/06/2014","10:53:05 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 5","Leaf 4",0,0,0,1,0.1,1,0,152.9897322,-25.44727356,""
"28/06/2014","10:53:17 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 5","Leaf 5",0,0,0,0,0,1,0,152.9897322,-25.44727356,""
"28/06/2014","10:53:30 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 5","Leaf 6",0,0,0,0,0,4,0,152.9897322,-25.44727356,""
"28/06/2014","10:54:07 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 6","Leaf 1",1,0,0,0,0.4,1,0,152.9897322,-25.44727356,""
"28/06/2014","10:54:18 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 6","Leaf 2",1,0,0,0,0,0,0,152.9897322,-25.44727356,""
"28/06/2014","10:54:28 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 6","Leaf 3",1,0,0,0,0.1,0,0,152.9897322,-25.44727356,""
"28/06/2014","10:54:39 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 6","Leaf 4",1,0,0,0,0.1,2,0,152.9897322,-25.44727356,""
"28/06/2014","10:54:51 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 6","Leaf 5",1,0,0,1,0,0,0,152.9897322,-25.44727356,""
"28/06/2014","10:55:00 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 6","Leaf 6",1,0,0,0,0,0,0,152.9897322,-25.44727356,""
"28/06/2014","10:55:25 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 7","Leaf 1",0,0,0,0,0,1,0,152.9897322,-25.44727356,""
"28/06/2014","10:55:39 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 7","Leaf 2",0,0,0,1,0,0,0,152.9897322,-25.44727356,""
"28/06/2014","10:55:49 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 7","Leaf 3",0,0,0,1,0,0,0,152.9897322,-25.44727356,""
"28/06/2014","10:55:58 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 7","Leaf 4",0,0,0,1,0,1,0,152.9897322,-25.44727356,""
"28/06/2014","10:56:15 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 7","Leaf 5",0,0,0,1,0,0,14,152.9897322,-25.44727356,""
"28/06/2014","10:56:28 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 7","Leaf 6",0,0,0,1,0,1,8,152.9897322,-25.44727356,""
"28/06/2014","10:56:52 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 8","Leaf 1",0,0,0,0,0,3,0,152.9897322,-25.44727356,""
"28/06/2014","10:57:02 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 8","Leaf 2",0,0,0,0,0,2,0,152.9897322,-25.44727356,""
"28/06/2014","10:57:13 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 8","Leaf 3",0,0,0,0,0,1,0,152.9897322,-25.44727356,""
"28/06/2014","10:57:21 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 8","Leaf 4",0,0,0,0,0,0,0,152.9897322,-25.44727356,""
"28/06/2014","10:57:32 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 8","Leaf 5",0,0,0,1,0,0,0,152.9897322,-25.44727356,""
"28/06/2014","10:57:40 AM","team 1","Landward - Creek",2,"Quarter 3",2.5,35,3,"Stem 8","Leaf 6",0,0,0,0,0.2,0,0,152.9897322,-25.44727356,""
